0,0.3888,0.2134,82.243
1,0.5881,0.3245,81.197
2,0.5795,0.5179,11.881
3,0.4413,0.2687,64.211
4,0.2921,0.2258,29.365
5,0.1273,0.1532,-16.86
6,0.1563,0.0528,196.078
7,0.2347,0.2379,-1.351
8,0.747,0.6299,18.579
9,0.3024,0.1512,100
10,0.2977,0.3235,-7.985
11,0.4031,0.2206,82.71
12,0.0805,0.1611,-50
13,0.2788,0.1472,89.404
14,0.2668,0.1113,139.773
15,0.2938,0.1395,110.526
16,0.2648,0.1838,44.048
17,0.4476,0.3738,19.745
18,0.5061,0.3349,51.142
19,0.2354,0.1146,105.319
20,0.2787,0.2745,1.531
21,0.1659,0.1695,-2.158
22,0.1898,0.231,-17.857
23,0.087,0.1287,-32.432
24,0.566,0.3961,42.908
25,0.2659,0.1893,40.462
26,0.258,0.1529,68.696
27,0.2928,0.1795,63.158
28,0.1799,0.1031,74.419
29,0.1932,0.0395,389.189
30,0.6934,0.5581,24.242
31,0.3919,0.2733,43.407
32,0.3707,0.2849,30.12
33,0.2093,0.2047,2.273
34,0.7184,0.5839,23.05
35,0.7302,0.7126,2.469
36,0.3858,0.1609,139.706
37,0.1369,0.0861,58.974
38,0.6388,0.3363,89.947
39,0.1752,0.1448,21.008
40,0.3869,0.3252,18.972
41,0.7202,0.5572,29.258
42,0.5008,0.3225,55.288
43,0.1081,0.1689,-36.025
44,0.1935,0.049,294.737
45,0.4529,0.479,-5.439
46,0.3502,0.1812,93.333
47,0.3676,0.1832,100.645
48,0.4289,0.1665,157.692
49,0.1731,0.1232,40.496
50,0.1836,0.0588,212.5
51,0.2131,0.112,90.265
52,0.635,0.6117,3.815
53,0.2274,0.231,-1.562
54,0.2692,0.0968,178.161
55,0.559,0.3056,82.911
56,0.8813,0.8965,-1.69
57,0.2,0.0566,253.191
58,0.5783,0.3964,45.863
59,0.576,0.4616,24.781
60,0.7778,0.5974,30.183
61,0.1335,0.1236,8.046
62,0.5065,0.1669,203.448
63,0.5177,0.4486,15.415
64,0.4647,0.4391,5.839
65,0.9685,0.874,10.811
66,0.9934,0.9539,4.138
67,0.4129,0.305,35.374
68,0.7049,0.5738,22.857
69,0.3982,0.3081,29.24
70,0.3549,0.3179,11.618
71,0.2426,0.2416,0.408
72,0.6926,0.6678,3.704
73,0.6435,0.4726,36.161
74,0.9318,0.7841,18.841
75,0.4168,0.1422,193
76,0.2272,0.2111,7.627
77,0.3995,0.3032,31.746
78,0.3617,0.1062,240.698
79,0.4585,0.2097,118.657
80,0.2117,0.1117,89.516
81,0.4349,0.228,90.756
82,0.5761,0.5187,11.058
83,0.2695,0.1583,70.253
84,0.2151,0.0952,126.027
85,0.2744,0.1555,76.437
86,0.1531,0.0823,86.076
87,0.3215,0.1785,80.128
88,0.1862,0.0835,122.973
89,0.0626,0.0443,41.176
90,0.3015,0.1379,118.59
91,0.0971,0.0564,72
92,0.3925,0.3225,21.705
93,0.362,0.1828,98.039
94,0.307,0.2439,25.871
95,0.3878,0.156,148.538
96,0.2548,0.2748,-7.299
97,0.2953,0.114,159.155
98,0.4425,0.374,18.315
99,0.2385,0.0774,208.065
100,0.8973,0.8304,8.065
101,0.4376,0.2799,56.338
102,0.2577,0.1903,35.465
103,0.2513,0.2373,5.909
104,0.2806,0.1168,140.132
105,0.1931,0.0743,160
106,0.7778,0.6698,16.129
107,0.1948,0.19,2.538
108,0.4734,0.411,15.185
109,0.3925,0.2059,90.625
110,0.356,0.2027,75.61
111,0.0762,0.0469,62.5
112,0.3638,0.1081,236.538
113,0.4883,0.362,34.915
114,0.2056,0.1765,16.477
115,0.3344,0.1312,154.918
116,0.3485,0.1988,75.301
117,0.5881,0.2709,117.123
118,0.47,0.4056,15.89
119,0.3804,0.1534,148.031
120,0.3797,0.2291,65.753
121,0.2582,0.1255,105.682
122,0.5154,0.463,11.333
123,0.227,0.184,23.37
124,0.5442,0.4786,13.69
125,0.3139,0.1316,138.462
126,0.2947,0.155,90.076
127,0.1955,0.1112,75.758
128,0.3562,0.299,19.139
129,0.7139,0.631,13.136
130,0.2187,0.1969,11.039
131,0.9505,0.8544,11.254
132,0.5199,0.3195,62.694
133,0.2187,0.1506,45.27
134,0.4856,0.3995,21.569
135,0.2899,0.1315,120.513
136,0.14,0.0604,131.579
137,0.5278,0.4286,23.164
138,0.212,0.1252,69.286
139,0.5493,0.4766,15.254
140,0.3877,0.3329,16.461
141,0.3133,0.25,25.311
142,0.3704,0.2469,50
143,0.2887,0.0685,321.538
144,0.2353,0.0625,276.471
145,0.2395,0.1206,98.551
146,0.3837,0.2171,76.786
147,0.346,0.1113,210.811
148,0.5752,0.483,19.087
149,0.2811,0.2779,1.163
150,0.3384,0.2187,54.726
151,0.3761,0.1455,158.416
152,0.2933,0.1301,125.385
153,0.3015,0.1863,61.78
154,0.4941,0.2965,66.667
155,0.2801,0.1384,102.419
156,0.3715,0.338,9.917
157,0.3211,0.088,265
158,0.359,0.2681,33.908
159,0.3499,0.2343,49.375
160,0.2893,0.1708,69.355
161,0.4487,0.1809,147.973
162,0.1339,0.2219,-39.662
163,0.4975,0.2487,100
164,0.2751,0.0513,436.17
165,0.1809,0.0473,282.5
166,0.4804,0.2267,111.905
167,0.4816,0.3289,46.4
168,0.1661,0.0731,127.184
169,0.2258,0.1374,64.341
170,0.2749,0.0975,181.915
171,0.3812,0.2463,54.783
172,0.8754,0.8459,3.488
173,0.3482,0.1988,75.122
174,0.3653,0.1851,97.382
175,0.1502,0.1991,-24.599
176,0.2288,0.0816,180.519
177,0.3449,0.3612,-4.505
178,0.3426,0.1243,175.54
179,0.4148,0.3082,34.586
180,0.2412,0.1925,25.287
181,0.329,0.2104,56.41
182,0.4686,0.2899,61.667
183,0.4289,0.2967,44.583
184,0.4676,0.2878,62.441
185,0.281,0.2254,24.621
186,0.3816,0.2423,57.471
187,0.1667,0.032,421.429
188,0.4216,0.2351,79.365
189,0.3291,0.1502,119.149
190,0.4127,0.3722,10.884
191,0.3131,0.1274,145.794
192,0.2688,0.1913,40.506
193,0.0654,0.2559,-74.427
194,0.4347,0.3655,18.919
195,0.3818,0.2981,28.079
196,0.2844,0.1121,153.608
197,0.2859,0.1997,43.182
198,0.5148,0.4037,27.523
199,0.2481,0.1817,36.574
200,0.5847,0.5084,15.023
201,0.2172,0.1377,57.692
202,0.2373,0.212,11.957
203,0.5841,0.473,23.49
204,0.4858,0.38,27.844
205,0.7457,0.608,22.642
206,0.6596,0.493,33.81
207,0.5092,0.3611,41.014
208,0.327,0.178,83.75
209,0.4032,0.4209,-4.225
210,0.1049,0.0714,46.875
211,0.3827,0.346,10.593
212,0.3271,0.3271,0
213,0.1894,0.1577,20.096
214,0.2535,0.2855,-11.211
215,0.0732,0.0525,39.583
216,0.3263,0.2526,29.167
217,0.7741,0.6537,18.414
218,0.5137,0.4606,11.524
219,0.375,0.2908,28.972
220,0.3279,0.2195,49.339
221,0.5475,0.4525,20.984
222,0.3372,0.1657,103.509
223,0.1506,0.0999,50.735
224,0.4506,0.3769,19.557
225,0.5198,0.3313,56.886
226,0.3437,0.2479,38.636
227,0.3925,0.0736,433.333
228,0.5478,0.343,59.701
229,0.579,0.4019,44.076
230,0.381,0.2564,48.571
231,0.4228,0.1739,143.103
232,0.2923,0.2303,26.941
233,0.4758,0.4079,16.667
234,0.4267,0.3087,38.249
235,0.1894,0.236,-19.731
236,0.3593,0.1849,94.378
237,0.4183,0.349,19.831
238,0.1927,0.2077,-7.24
239,0.4219,0.0865,387.5
240,0.1212,0.1619,-25.146
241,0.8222,0.6583,24.895
242,0.1821,0.079,130.435
243,0.5493,0.3067,79.13
244,0.2236,0.0787,184.286
245,0.3752,0.3067,22.326
246,0.2327,0.1903,22.28
247,0.2091,0.185,13.043
248,0.3106,0.16,94.149
249,0.5456,0.3362,62.3
250,0.2163,0.0889,143.243
251,0.9965,0.9826,1.413
252,0.3028,0.2072,46.154
253,0.1924,0.1848,4.11
254,0.2062,0.199,3.614
255,0.3519,0.2876,22.348
256,0.4449,0.3847,15.649
257,0.302,0.0959,214.894
258,0.2897,0.1612,79.699
259,0.3455,0.2127,62.393
260,0.5871,0.4826,21.649
261,0.5876,0.5668,3.659
262,0.5906,0.4053,45.729
263,0.5303,0.4147,27.891
264,0.2446,0.196,24.818
265,0.2928,0.2523,16.071
266,0.2085,0.1805,15.541
267,0.1968,0.0774,154.217
268,0.1659,0.131,26.667
269,0.1649,0.1302,26.667
270,0.257,0.1876,37
271,0.7843,0.7342,6.825
272,0.3283,0.2071,58.549
273,0.2123,0.2498,-15
274,0.7446,0.7084,5.116
275,0.2797,0.154,81.618
276,0.2198,0.0678,223.913
277,0.2194,0.0536,309.434
278,0.2737,0.1253,118.382
279,0.4724,0.2895,63.203
280,0.1359,0.1063,27.778
281,0.1867,0.1483,25.833
282,0.3577,0.2011,77.841
283,0.5714,0.3429,66.667
284,0.9243,0.9124,1.31
285,0.3848,0.2718,41.564
286,0.365,0.1163,213.74
287,0.2815,0.2996,-6.061
288,0.2216,0.1468,50.943
289,0.608,0.4577,32.821
290,0.2022,0.0978,106.742
291,0.3928,0.2528,55.363
292,0.2202,0.2147,2.591
293,0.4286,0.1455,194.595
294,0.2235,0.2248,-0.581
295,0.2841,0.2435,16.667
296,0.1124,0.077,45.946
297,0.1545,0.2119,-27.064
298,0.0929,0.0306,203.333
299,0.5338,0.472,13.115
300,0.4644,0.3652,27.157
301,0.1832,0.0576,218.033
302,0.2652,0.1306,103.03
303,0.3025,0.154,96.429
304,0.1995,0.0421,373.529
305,0.4481,0.4415,1.5
306,0.3514,0.1612,117.969
307,0.2217,0.1596,38.889
308,0.3568,0.3204,11.355
309,0.2368,0.1539,53.846
310,0.1633,0.1039,57.143
311,0.1918,0.0971,97.59
312,0.4833,0.3732,29.487
313,0.5881,0.4425,32.9
314,0.1569,0.0847,85.185
315,0.3341,0.2272,47.09
316,0.3383,0.0811,317.105
317,0.2601,0.1092,138.202
318,0.5019,0.3607,39.153
319,0.3357,0.1287,160.909